user,label,coordinate 0,coordinate 1,coordinate 2,coordinate 3,coordinate 4,coordinate 5,coordinate 6,coordinate 7,coordinate 8,coordinate 9,coordinate 10,coordinate 11,coordinate 12,coordinate 13,coordinate 14,coordinate 15,coordinate 16,coordinate 17,coordinate 18,coordinate 19,coordinate 20,coordinate 21,coordinate 22,coordinate 23,coordinate 24,coordinate 25,coordinate 26,coordinate 27,coordinate 28,coordinate 29,coordinate 30,coordinate 31,coordinate 32,coordinate 33,coordinate 34,coordinate 35,coordinate 36,coordinate 37,coordinate 38,coordinate 39,coordinate 40,coordinate 41,coordinate 42,coordinate 43,coordinate 44,coordinate 45,coordinate 46,coordinate 47,coordinate 48,coordinate 49,coordinate 50,coordinate 51,coordinate 52,coordinate 53,coordinate 54,coordinate 55,coordinate 56,coordinate 57,coordinate 58,coordinate 59,coordinate 60,coordinate 61,coordinate 62
moritz,a,0.7305943369865417,0.8607231974601746,-5.102247087052092e-07,0.682832658290863,0.8523051738739014,-0.0143210552632808,0.6361787915229797,0.7882230281829834,-0.0142510365694761,0.6133601069450378,0.730817437171936,-0.0150967417284846,0.6040472984313965,0.6867290735244751,-0.0112618934363126,0.64963698387146,0.737991988658905,0.0119033101946115,0.6358240842819214,0.6955779194831848,-0.0098000606521964,0.6523809432983398,0.7427613735198975,-0.0171479396522045,0.6620702743530273,0.7659879922866821,-0.0169661901891231,0.6772470474243164,0.7271896600723267,0.0110906641930341,0.6635056734085083,0.6956517100334167,-0.0108408592641353,0.679379403591156,0.7535957098007202,-0.0113517064601182,0.687593400478363,0.765555202960968,-0.0037945029325783,0.7053139209747314,0.7226740121841431,0.0043154540471732,0.6931787133216858,0.7008076310157776,-0.0213338043540716,0.7059521675109863,0.7589583992958069,-0.0118528492748737,0.7146895527839661,0.7723455429077148,0.0034087067469954,0.7358250021934509,0.7208428382873535,-0.0038047537673264,0.7199234962463379,0.7019989490509033,-0.0167736392468214,0.7252980470657349,0.744726300239563,-0.0072365589439868,0.73271644115448,0.7593529224395752,0.0049188015982508
moritz,a,0.1875539720058441,0.5353406071662903,-2.668257081950287e-07,0.2428190261125564,0.4994945526123047,-0.0026323955971747,0.2737068235874176,0.4435468018054962,-0.0017412431770935,0.2934574782848358,0.3991661667823791,-0.0055068358778953,0.298859030008316,0.3538017868995666,-0.005752027966082,0.2464990019798278,0.3935788571834564,0.0216130632907152,0.273321121931076,0.3570285439491272,-0.0010208659805357,0.2686260938644409,0.4063366949558258,-0.011803294532001,0.2548268735408783,0.4259518682956695,-0.0134371267631649,0.2227117419242859,0.389693945646286,0.0137436427175998,0.2536550760269165,0.3589427769184112,-0.0115467384457588,0.244701012969017,0.4207445681095123,-0.0193647053092718,0.2271176874637603,0.430809736251831,-0.0175288449972867,0.1954042911529541,0.3867900371551513,0.0011983131989836,0.227057471871376,0.361789733171463,-0.0283398758620023,0.2168976068496704,0.4228210747241974,-0.0242470912635326,0.1969204694032669,0.4301118850708008,-0.0125509789213538,0.1626702547073364,0.3839199542999267,-0.0109941409900784,0.1980608403682708,0.3621083796024322,-0.0265957415103912,0.1954671889543533,0.4049750864505768,-0.0166526827961206,0.1765523850917816,0.4159199297428131,-0.0042966827750205
moritz,a,0.6665863990783691,0.6578074097633362,-4.705735250354337e-07,0.6187633872032166,0.6518223881721497,-0.0076085780747234,0.5752368569374084,0.6085809469223022,-0.0076039778068661,0.550061821937561,0.5639159083366394,-0.0105061689391732,0.5336389541625977,0.5275729298591614,-0.010388352908194,0.5852651000022888,0.5637245178222656,0.0154411951079964,0.5647627711296082,0.5265960097312927,-0.0042271832935512,0.5820244550704956,0.5635038018226624,-0.0128791760653257,0.5943496227264404,0.5839084386825562,-0.0139608178287744,0.608448326587677,0.5509359836578369,0.0119789158925414,0.5901566743850708,0.521895706653595,-0.0084943966940045,0.6091742515563965,0.5698540210723877,-0.011627921834588,0.621002197265625,0.5849690437316895,-0.0064260717481374,0.6332002878189087,0.5422449111938477,0.0037885925266891,0.6155974268913269,0.5192141532897949,-0.0188831780105829,0.6328149437904358,0.5683860778808594,-0.0115809617564082,0.6453173160552979,0.5866638422012329,0.0016186267603188,0.6608206629753113,0.5358335971832275,-0.0051995161920785,0.6389153599739075,0.5156602263450623,-0.0169826261699199,0.6476626396179199,0.5513193607330322,-0.0083787888288497,0.6587934494018555,0.5672216415405273,0.0029918462969362
moritz,a,0.7137941122055054,0.8569769263267517,-6.06568107741623e-07,0.6444752812385559,0.8116368651390076,-0.008652520366013,0.5909684300422668,0.7363258600234985,-0.0111960656940937,0.5601077079772949,0.6752610206604004,-0.0175951607525348,0.5521607995033264,0.6194041967391968,-0.0178263112902641,0.6299384236335754,0.6441211700439453,0.0176412034779787,0.5877570509910583,0.6372218728065491,-0.0058386591263115,0.6084914207458496,0.6997188925743103,-0.0132957538589835,0.6256747245788574,0.6957012414932251,-0.0157389659434556,0.6671697497367859,0.6384785175323486,0.0113537367433309,0.6222280263900757,0.6372222304344177,-0.0165099967271089,0.6378463506698608,0.7141156196594238,-0.0142627414315938,0.6558050513267517,0.6989696025848389,-0.0050011910498142,0.7049550414085388,0.6473881006240845,-0.0006820719572715,0.6636188626289368,0.6518999338150024,-0.0290987621992826,0.6718118190765381,0.7243308424949646,-0.0119114276021718,0.6904484629631042,0.7129758596420288,0.0078347092494368,0.7399462461471558,0.6628031730651855,-0.0142363728955388,0.7031912207603455,0.6653081774711609,-0.0239396318793296,0.6980226635932922,0.7152825593948364,-0.0093598375096917,0.7143809795379639,0.712156355381012,0.0053547625429928
moritz,a,0.1665277481079101,0.5359051823616028,-5.687163024958863e-07,0.2449260056018829,0.4970694184303283,-0.0156261920928955,0.3087237477302551,0.4104632139205932,-0.0168568678200244,0.3389544486999511,0.3230147659778595,-0.0199154652655124,0.3249238133430481,0.2604086995124817,-0.0178946405649185,0.2747103273868561,0.3291020691394806,-8.446483116131276e-05,0.2983958125114441,0.261900782585144,-0.0254023931920528,0.2870592474937439,0.3387453258037567,-0.0347695983946323,0.2745877206325531,0.3650619387626648,-0.0363218039274215,0.2341397255659103,0.3105106651782989,-0.0030117076821625,0.2565457224845886,0.2500766217708587,-0.0313935428857803,0.2481466382741928,0.3453299403190613,-0.0356227979063987,0.2334864288568496,0.3686800599098205,-0.031744111329317,0.192220389842987,0.2986163794994354,-0.0105985961854457,0.2158234119415283,0.2253656089305877,-0.0407649613916873,0.2157022804021835,0.3187427520751953,-0.0311244819313287,0.2020585536956787,0.3580438196659088,-0.0162457730621099,0.1443814039230346,0.2911182940006256,-0.0195236597210168,0.1649160236120224,0.2174286097288131,-0.0393825322389602,0.1809709668159485,0.2739774286746979,-0.0303167477250099,0.1810667365789413,0.3199324011802673,-0.0172616019845008
moritz,a,0.8039413690567017,0.6798673272132874,-8.051506483752746e-07,0.7643420696258545,0.5893436670303345,0.0116576263681054,0.7589933276176453,0.5082515478134155,0.0181598719209432,0.7704542279243469,0.4485935866832733,0.0147861829027533,0.7906904816627502,0.3987976312637329,0.0152050945907831,0.8179553151130676,0.4715836644172668,0.0498838759958744,0.7961053848266602,0.4097885489463806,0.024305609986186,0.7731351256370544,0.4573432505130768,0.0088570043444633,0.7738983631134033,0.4939667582511902,0.0041692005470395,0.8425854444503784,0.4825423955917358,0.0339793749153614,0.807452917098999,0.43131223320961,0.0034677563235163,0.7883275747299194,0.503097414970398,-0.0060937046073377,0.8080155849456787,0.5351492762565613,-0.0021137907169759,0.8718634843826294,0.4961001873016357,0.0123013220727443,0.8299339413642883,0.4512031078338623,-0.0171268340200185,0.8131046295166016,0.5230741500854492,-0.0112164802849292,0.8367599248886108,0.5544915199279785,0.0031281327828764,0.9038923978805542,0.5173521041870117,-0.0095421224832534,0.8656454682350159,0.4654122591018677,-0.0232809130102396,0.8432827591896057,0.5133537650108337,-0.01311847101897,0.8572443723678589,0.5459995865821838,0.0010662237182259
moritz,a,0.3172147274017334,0.7837269902229309,-3.583769796478009e-07,0.3747702538967132,0.7536320686340332,-0.0135556850582361,0.4271869361400604,0.6767381429672241,-0.0137728592380881,0.4541945159435272,0.6150466799736023,-0.0131352264434099,0.460163801908493,0.5662603378295898,-0.0062442882917821,0.3960257172584533,0.603099524974823,0.0002204392512794,0.4296801686286926,0.5773565769195557,-0.0177483893930912,0.4131950736045837,0.6413223147392273,-0.0235995203256607,0.3969781398773193,0.6364868879318237,-0.0269544813781976,0.3592454493045807,0.5982305407524109,-0.0015296669444069,0.3957422077655792,0.5752083659172058,-0.0228702593594789,0.3834102153778076,0.6487305164337158,-0.0260310638695955,0.3684367537498474,0.6385669708251953,-0.0246704053133726,0.3247532844543457,0.6049692630767822,-0.0068846936337649,0.3574666976928711,0.5864200592041016,-0.0316714420914649,0.3537939488887787,0.6574413180351257,-0.0231048949062824,0.3371260464191437,0.652532696723938,-0.0129078160971403,0.2930102348327636,0.6118477582931519,-0.0129238963127136,0.3248283267021179,0.6050930619239807,-0.027008019387722,0.3263716101646423,0.6507182121276855,-0.017942689359188,0.310176283121109,0.6503785252571106,-0.0085722766816616
moritz,a,0.1827506572008133,0.7411011457443237,-5.391390800468798e-07,0.2396764606237411,0.6911206841468811,-0.0239417161792516,0.2804087996482849,0.5918099880218506,-0.0252064634114503,0.2927579283714294,0.5109773874282837,-0.0226063318550586,0.2829182744026184,0.4563914835453033,-0.0110714407637715,0.2404401302337646,0.5248425602912903,-0.0067500695586204,0.2494958937168121,0.4769322872161865,-0.0337969586253166,0.2474606782197952,0.5481235384941101,-0.0457306914031505,0.2405326068401336,0.5497693419456482,-0.0515507198870182,0.1990237981081009,0.541000485420227,-0.0038400429766625,0.2099137306213379,0.496814489364624,-0.0334625728428363,0.2180817723274231,0.5782080888748169,-0.037784457206726,0.2117504924535751,0.5719306468963623,-0.0351647660136222,0.1608500480651855,0.5586721897125244,-0.0065535414032638,0.1705015003681183,0.5223145484924316,-0.037826269865036,0.183721661567688,0.5974161624908447,-0.0282751340419054,0.179336205124855,0.5933427214622498,-0.015296334400773,0.1247838661074638,0.5725134015083313,-0.0110136456787586,0.1386838257312774,0.5504215359687805,-0.0254541933536529,0.1507357209920883,0.6008392572402954,-0.0137935578823089,0.1455211341381073,0.6070561408996582,-0.0015740790404379
moritz,a,0.144555926322937,0.5815795063972473,-3.53189477664273e-07,0.1939445883035659,0.58223557472229,-0.0221123695373535,0.2493273168802261,0.5295746326446533,-0.0234273169189691,0.2741451263427734,0.4672428369522095,-0.0223412122577428,0.2827257513999939,0.4247710108757019,-0.0152928214520215,0.2368113696575164,0.474156767129898,0.0009786104783415,0.2509465217590332,0.4268819689750671,-0.020780973136425,0.2310117334127426,0.4730449616909027,-0.0279889367520809,0.2232611030340194,0.4898979961872101,-0.0283474549651145,0.2087410986423492,0.4622295498847961,0.0061662890948355,0.2158891856670379,0.4250575304031372,-0.0190987363457679,0.201770082116127,0.4843707680702209,-0.0210034288465976,0.2012717127799987,0.4941469430923462,-0.0145981404930353,0.1818709373474121,0.4550129771232605,0.0055869398638606,0.1851240992546081,0.4278219044208526,-0.0230841021984815,0.1741187274456024,0.4880667328834533,-0.0144769763574004,0.1738422513008117,0.5001521110534668,0.0002226150536444,0.1540589481592178,0.4490514993667602,0.003414335893467,0.1617228984832763,0.4307271838188171,-0.0124582313001155,0.1531577706336975,0.4746454358100891,-0.0047105755656957,0.1500275284051895,0.4867746531963348,0.0065126689150929
moritz,a,0.8847180604934692,0.4599032998085022,-4.009351073364087e-07,0.8346992135047913,0.4500028789043426,-0.0177013780921697,0.7832279205322266,0.4034179449081421,-0.0184930078685283,0.7507208585739136,0.3512957394123077,-0.0200641676783561,0.7424143552780151,0.3107675611972809,-0.0159916132688522,0.7734346985816956,0.3656022250652313,0.0174545776098966,0.760008692741394,0.3141013085842132,-0.0059854132123291,0.7874173521995544,0.3520044982433319,-0.0155833857133984,0.7939497232437134,0.3682902455329895,-0.0167111605405807,0.7987563014030457,0.3539880216121673,0.0189843326807022,0.7917065024375916,0.3099684417247772,-0.0059597720392048,0.8160302042961121,0.3628320693969726,-0.0110700819641351,0.8106518387794495,0.3718622028827667,-0.0065721813589334,0.8253651261329651,0.3440622091293335,0.0140723641961812,0.8243101835250854,0.3122206032276153,-0.0167468637228012,0.8435708284378052,0.3668165504932403,-0.0119386548176407,0.8390371203422546,0.3793060183525085,0.0012641167268157,0.851304292678833,0.3382643461227417,0.0079013723880052,0.8498823046684265,0.3144212961196899,-0.0081632416695356,0.8623205423355103,0.3547356724739074,-0.0010116107296198,0.8622419238090515,0.3718629479408264,0.0098944259807467
